Ticker,Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
FTC,First Trust Large Cap Growth AlphaDEX Fund,Equity,"$935,979,000",5.64%,"41,429",$96.30,0.83%,No,False,3.02%,3.78%,0.87%,8.82%,7.84%,"$3,911,350.00",$0.00,$0.00,"$14,852,500.00","-$243,871,600.00","-$294,503,050.00",Large Cap Growth Equities,2007-05-08,0.59%,N/A,$0.99,2023-03-24,$0.25,1.03%,15.60,1.04,188,10.25%,40%,20%,1099,$90.90,$96.12,$95.69,$96.60,59.73,B,C+,B-,B-,C+,B,6.6,32.68%,55.46%,167.5,4.95%,4.64%
BSCR,Invesco BulletShares 2027 Corporate Bond ETF,Bond,"$926,656,000",2.10%,"266,425",$19.10,0.21%,No,False,-0.55%,-1.09%,0.76%,-1.63%,3.02%,"$233,794,950.00","-$14,323,800.00","$3,021,900.00","$467,549,100.00","$773,545,500.00","$933,914,700.00",Corporate Bonds,2017-09-27,0.10%,N/A,$0.61,2023-05-22,$0.06,3.19%,0.00,0.23,397,8.75%,40%,20%,1099,$18.99,$19.34,N/A,N/A,46.56,B+,A-,A-,B+,B+,N/A,6.71,76.41%,60.34%,180.41,9.48%,3.70%
PSK,SPDR ICE Preferred Securities ETF,Preferred Stock,"$923,391,000",5.58%,"241,642",$33.77,-0.27%,No,False,0.84%,4.52%,-2.97%,-2.13%,0.57%,"-$47,144,600.85","$8,512,848.75","-$25,912,379.35","-$34,274,281.90","$81,187,239.95","$731,219,264.75",Preferred Stock/Convertible Bonds,2009-09-16,0.45%,N/A,$2.15,2023-06-01,$0.18,6.35%,0.00,0.41,151,17.62%,40%,20%,1099,$31.91,$34.23,$33.69,$33.87,55.45,B+,B+,B,B-,A-,A,5.91,14.95%,37.78%,217.96,6.01%,1.29%
FXO,First Trust Financials AlphaDEX Fund,Equity,"$917,820,000",-5.75%,"949,051",$38.38,-0.29%,No,False,7.12%,9.19%,-8.19%,12.88%,6.04%,"$106,744,300.00","-$7,631,100.00","-$55,492,950.00","$11,459,450.00","$385,761,350.00","$212,519,100.00",Financials Equities,2007-05-08,0.62%,N/A,$1.07,2023-03-24,$0.21,2.77%,9.03,1.11,101,19.07%,40%,20%,1099,$33.94,$38.18,N/A,N/A,58.04,A,B-,B,A,A-,A,5.26,21.36%,27.63%,4.08,0.00%,1.68%
SPXS,Direxion Daily S&P 500 Bear 3X Shares,Equity,"$913,103,000",-29.01%,"26,619,406",$15.65,-1.57%,Yes,-3x,-4.81%,-10.21%,-26.64%,-40.21%,-42.22%,"$234,592,750.00","$26,675,000.00","-$63,846,700.00","$573,248,300.00","$793,054,837.75","$2,499,176,083.88",Inverse Equities,2008-11-05,1.08%,N/A,$0.23,2023-03-21,$0.23,1.46%,0.00,-2.60,1,100.00%,40%,20%,1099,$15.45,$18.18,$15.49,$15.91,37.93,A,C+,B+,B,B,B-,5.02,16.13%,24.64%,1.6,0.00%,0.01%
QVML,Invesco S&P 500 QVM Multi-factor ETF,Equity,"$909,634,000",9.80%,588,$25.24,0.44%,No,False,1.83%,2.57%,4.08%,N/A,N/A,"$117,621,450.00",$0.00,$0.00,"$132,579,250.00","$892,983,450.00","$892,983,450.00",N/A,2021-06-30,0.11%,N/A,$0.41,2023-03-20,$0.10,1.62%,16.41,0.98,449,31.04%,40%,20%,1099,$24.23,$25.29,$25.24,$25.24,60.77,C+,A,B,B,A-,N/A,6.63,37.66%,56.79%,145.83,7.04%,5.70%
GSUS,Goldman Sachs MarketBeta U.S. Equity ETF,Equity,"$899,808,000",13.43%,"61,825",$58.66,0.67%,No,False,1.77%,4.40%,6.28%,11.86%,N/A,"$59,179,500.00","-$8,620,000.00","-$11,489,000.00","$233,589,500.00","$800,506,500.00","$800,506,500.00",Large Cap Growth Equities,2020-05-12,0.07%,N/A,$0.84,2023-03-27,$0.21,1.43%,20.40,0.99,495,29.32%,40%,20%,1099,$55.42,$58.90,$58.43,$58.79,64.14,B+,A,N/A,B,B-,N/A,6.64,38.14%,56.92%,126.08,9.10%,6.29%
AGGY,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,Bond,"$898,681,000",2.71%,"157,198",$43.17,0.51%,No,False,-0.39%,-1.15%,-1.32%,-4.36%,0.50%,"$11,885,050.00","$12,962,580.00","$12,962,580.00","-$104,564,340.00","-$20,890,300.00","$643,810,810.00",Total Bond Market,2015-07-09,0.12%,N/A,$1.43,2023-05-24,$0.13,3.31%,0.00,0.19,2583,5.09%,40%,20%,1099,$42.69,$43.67,N/A,N/A,48.51,A-,A-,N/A,C+,A-,N/A,6.14,21.48%,42.78%,570.38,7.97%,1.58%
XMHQ,Invesco S&P MidCap Quality ETF,Equity,"$894,176,000",11.72%,"117,154",$76.93,-0.58%,No,False,5.54%,4.33%,10.33%,13.86%,10.88%,"$416,672,550.00","$11,549,060.00","$80,338,590.00","$454,794,600.00","$738,302,910.00","$752,536,710.00",Mid Cap Blend Equities,2006-12-01,0.25%,N/A,$1.11,2023-03-20,$0.21,1.52%,9.46,1.03,80,24.84%,40%,20%,1099,$71.63,$76.55,N/A,N/A,60.08,C,B+,B-,A-,B,N/A,6.16,76.74%,43.32%,132.95,4.08%,7.46%
FLQL,Franklin U.S. Large Cap Multifactor Index ETF,Equity,"$888,930,000",10.32%,"60,418",$43.14,0.65%,No,False,1.75%,3.93%,5.24%,10.68%,9.80%,"-$93,195,500.00","-$12,867,500.00","$8,152,500.00","-$148,181,500.00","-$844,170,500.00","$348,448,500.00",Large Cap Growth Equities,2017-04-26,0.29%,N/A,$0.83,2023-03-17,$0.14,1.93%,17.13,0.92,214,29.19%,40%,20%,1099,$41.01,$43.22,$42.94,$43.26,64.03,B+,A-,B-,A,A,N/A,6.67,43.91%,58.09%,70.52,6.50%,7.63%
IYT,iShares US Transportation ETF,Equity,"$882,031,000",9.89%,"180,769",$233.10,0.38%,No,False,3.72%,2.68%,3.29%,11.23%,4.85%,"$103,060,871.55","$91,927,936.30","$57,755,863.05","-$185,948,582.95","-$15,111,257.95","-$252,907,052.95",Transportation Equities,2003-10-06,0.39%,N/A,$3.10,2023-06-07,$0.68,1.35%,14.27,1.20,49,74.02%,40%,20%,1099,$220.17,$231.45,$231.08,$234.27,59.34,A+,A,A,A,A,A-,6.66,59.24%,57.76%,326.81,0.00%,0.02%
EFIV,SPDR S&P 500 ESG ETF,Equity,"$879,071,000",14.26%,"101,228",$41.72,0.70%,No,False,1.66%,4.22%,7.76%,N/A,N/A,"$49,528,960.69","$3,118,158.35","$38,388,405.65","$257,805,545.30","$719,430,856.20","$719,430,856.20",Large Cap Growth Equities,2020-07-27,0.10%,N/A,$0.62,2023-03-17,$0.16,1.50%,17.75,1.03,322,38.04%,40%,20%,1099,$39.46,$41.92,N/A,N/A,63.91,B,A-,N/A,B+,B-,N/A,6.95,78.40%,69.40%,95.64,5.65%,6.91%
QLTA,iShares Aaa - A Rated Corporate Bond ETF,Bond,"$872,361,000",2.67%,"120,545",$46.94,0.56%,No,False,-0.49%,-0.79%,-1.09%,-4.03%,1.20%,"$133,576,395.00","$4,691,220.00","$14,180,190.00","-$281,105,990.00","$6,526,040.00","$908,395,025.00",Corporate Bonds,2012-02-14,0.15%,N/A,$1.45,2023-06-01,$0.14,3.08%,0.00,0.21,2729,2.29%,40%,20%,1099,$46.36,$47.47,N/A,N/A,48.70,B+,B,A,C,B-,A-,6.85,86.62%,65.53%,223.33,10.09%,2.27%
STPZ,PIMCO 1-5 Year US TIPS Index ETF,Bond,"$865,368,000",1.76%,"119,234",$50.50,0.24%,No,False,-0.06%,-0.98%,-2.06%,2.17%,2.55%,"-$277,547,000.00","-$12,632,500.00","-$27,896,500.00","-$638,960,000.00","$338,244,000.00","$122,369,500.00",Inflation-Protected Bonds,2009-08-20,0.20%,TD Ameritrade,$1.66,2023-06-01,$0.05,3.29%,0.00,0.12,20,75.93%,40%,20%,1099,$50.22,$50.94,$50.47,$50.52,47.07,B,B-,C+,A,C+,B-,5.72,65.26%,34.48%,0.0,0.00%,0.00%
PTNQ,Pacer Trendpilot 100 ETF,Multi-Asset,"$857,850,000",23.32%,"53,751",$60.71,0.75%,No,False,0.63%,9.70%,16.23%,13.96%,12.81%,"$41,278,500.00","$18,088,000.00","$35,377,000.00","$64,833,000.00","-$251,448,000.00","$186,806,000.00",Large Cap Blend Equities,2015-06-11,0.65%,N/A,$0.31,2022-12-22,$0.31,0.50%,0.03,0.68,103,77.64%,40%,20%,1099,$54.63,$62.05,N/A,N/A,69.75,B,B-,B-,A,C,C+,6.67,0.00%,58.46%,51.39,8.18%,9.24%
SMLF, iShares U.S. Small‑Cap Equity Factor ETF,Equity,"$857,667,000",6.63%,"106,088",$52.53,-0.53%,No,False,5.81%,6.06%,1.00%,13.18%,5.69%,"-$175,129,682.65","-$5,190,235.25","-$37,716,530.75","-$146,351,475.40","$200,635,774.60","$527,432,294.60",Small Cap Blend Equities,2015-04-28,0.15%,N/A,$0.81,2023-06-07,$0.24,1.60%,10.60,1.10,847,14.81%,40%,20%,1099,$47.97,$52.23,$52.23,$52.79,60.44,B+,A-,B,B+,B,N/A,5.56,36.46%,31.55%,117.02,3.28%,5.27%
IWL,iShares Russell Top 200 ETF,Equity,"$857,148,000",15.07%,"69,328",$102.83,0.74%,No,False,1.34%,4.67%,7.63%,12.36%,11.73%,"-$158,131,487.40",$0.00,"$25,287,531.40","-$134,028,533.60","-$6,589,403.60","$391,163,901.40",Large Cap Growth Equities,2009-09-22,0.15%,N/A,$1.46,2023-06-07,$0.30,1.42%,20.26,0.99,194,36.21%,40%,20%,1099,$97.01,$103.49,N/A,N/A,64.78,A-,B+,A-,B+,B+,B+,6.65,40.77%,57.37%,108.03,10.05%,6.05%
IAT,iShares U.S. Regional Banks ETF,Equity,"$847,353,000",-24.90%,"1,063,957",$35.26,-0.62%,No,False,8.22%,12.64%,-32.81%,-0.94%,-5.01%,"$312,251,557.20","$37,128,552.15","$81,849,450.40","$174,986,036.90","$802,591,611.90","$307,708,326.90",Financials Equities,2006-05-01,0.39%,N/A,$1.40,2023-06-07,$0.31,4.16%,8.48,1.09,36,68.53%,40%,20%,1099,$29.63,$35.43,N/A,N/A,55.39,A,B,B-,A,A-,B,5.89,41.80%,37.45%,7.64,0.00%,3.58%
IBDT,iShares iBonds Dec 2028 Term Corporate ETF,Bond,"$846,281,000",2.61%,"176,205",$24.52,0.37%,No,False,-0.61%,-1.37%,0.62%,-1.95%,N/A,"$240,578,865.00","$22,029,030.00","$35,471,140.00","$389,354,700.00","$753,693,120.00","$882,617,115.00",Corporate Bonds,2018-09-18,0.10%,N/A,$0.92,2023-06-01,$0.08,3.73%,0.00,0.25,505,9.12%,40%,20%,1099,$24.33,$24.90,N/A,N/A,46.33,B+,A-,A-,B,A-,N/A,6.61,62.68%,55.84%,268.61,10.95%,5.15%
SMDV,ProShares Russell 2000 Dividend Growers ETF,Equity,"$844,313,000",0.21%,"44,748",$61.19,-0.63%,No,False,6.97%,5.10%,1.20%,6.79%,3.76%,"$4,149,633.43","$1,213,175.00","-$2,793,807.00","-$11,424,538.89","$112,148,671.65","$408,648,599.65",Small Cap Blend Equities,2015-02-05,0.40%,N/A,$1.55,2023-03-22,$0.31,2.52%,17.34,0.78,97,12.57%,40%,20%,1099,$55.54,$60.65,N/A,N/A,58.52,N/A,B,N/A,N/A,A,N/A,5.33,21.67%,28.49%,231.36,2.35%,6.28%
DFNM,Dimensional National Municipal Bond ETF,Bond,"$842,710,000",0.40%,"84,328",$47.55,0.13%,No,False,0.08%,-0.80%,0.11%,N/A,N/A,"$143,533,785.00",$0.00,"$33,247,130.00","$552,499,545.00","$840,123,500.00","$840,123,500.00",National Munis,2021-11-15,0.17%,N/A,$0.91,2023-05-23,$0.08,1.91%,0.00,0.17,845,8.33%,40%,20%,1099,$47.06,$47.99,N/A,N/A,47.06,B+,B+,N/A,A-,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
NTSX,WisdomTree U.S. Efficient Core Fund,Multi-Asset,"$823,487,000",12.06%,"103,185",$36.26,1.06%,No,False,1.00%,2.49%,1.91%,6.42%,N/A,"$34,117,805.00","$5,395,910.00","$7,168,290.00","$57,945,010.00","$617,523,980.00","$825,106,157.03",Diversified Portfolio,2018-08-02,0.20%,N/A,$0.45,2023-03-27,$0.10,1.29%,0.03,0.93,501,35.83%,40%,20%,1099,$34.74,$36.33,N/A,N/A,60.54,A,A,C+,C,A,N/A,6.64,64.21%,56.84%,125.5,8.48%,5.60%
VTWV,Vanguard Russell 2000 Value ETF,Equity,"$821,763,000",2.94%,"37,900",$124.86,-0.57%,No,False,7.48%,7.69%,-5.17%,12.50%,3.21%,"-$14,482,750.00","$24,534,000.00","$15,915,500.00","-$17,596,250.00","$433,210,750.00","$564,993,000.00",Small Cap Value Equities,2010-09-20,0.15%,Vanguard,$2.64,2023-03-23,$0.46,2.12%,10.20,1.15,1360,8.07%,40%,20%,1099,$111.66,$123.73,N/A,N/A,61.00,A-,A,B,B,A,A+,4.99,5.76%,24.26%,198.29,3.79%,5.81%
HYDW,Xtrackers Low Beta High Yield Bond ETF,Bond,"$815,586,000",3.66%,"5,332",$45.16,0.51%,No,False,0.16%,-0.13%,2.79%,0.99%,2.95%,"$153,651,050.00",$0.00,$0.00,"-$239,240,050.00","$799,921,950.00","$821,955,550.00",High Yield Bonds,2018-01-11,0.20%,N/A,$2.29,2023-06-01,$0.21,5.08%,0.00,0.34,524,6.95%,40%,20%,1099,$44.59,$45.32,N/A,N/A,53.40,B+,A,A,B,B-,N/A,5.51,82.92%,30.82%,295.83,7.45%,2.77%
LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,Equity,"$808,061,000",1.82%,"32,260",$137.48,0.19%,No,False,2.57%,-1.10%,2.00%,10.18%,10.72%,"$163,054,423.70","$2,651,737.57","$31,711,114.58","$154,189,045.81","-$31,830,986.34","$577,096,712.72",Volatility Hedged Equity,2013-02-20,0.12%,N/A,$2.76,2023-03-17,$0.59,2.01%,19.00,0.83,152,11.50%,40%,20%,1099,$132.97,$139.52,$136.98,$137.80,53.53,A-,A,A+,B,B-,C+,6.46,20.44%,50.69%,317.41,10.13%,2.90%
SMMV,iShares MSCI USA Small-Cap Min Vol Factor ETF,Equity,"$807,826,000",0.44%,"59,358",$34.45,-0.17%,No,False,3.82%,0.80%,0.73%,6.04%,3.86%,"$35,039,026.15","$1,704,563.95","$10,153,253.15","$72,284,241.45","$134,528,791.45","$700,617,096.45",Small Cap Growth Equities,2016-09-07,0.20%,N/A,$0.66,2023-06-07,$0.11,1.95%,15.67,0.79,324,13.52%,40%,20%,1099,$32.97,$34.40,N/A,N/A,55.07,A-,B+,A+,A+,A,N/A,5.27,17.99%,27.73%,243.04,3.11%,8.08%
IVOV,Vanguard S&P Mid-Cap 400 Value ETF,Equity,"$803,985,000",4.52%,"27,277",$80.18,-0.51%,No,False,6.09%,4.62%,1.50%,14.30%,6.81%,"$5,730,750.00","-$3,956,500.00","-$3,937,250.00","$3,510,000.00","$98,382,750.00","$40,828,000.00",Mid Cap Value Equities,2010-09-07,0.15%,Vanguard,$1.51,2022-12-20,$1.51,1.87%,13.50,1.18,300,8.10%,40%,20%,1099,$73.68,$79.57,N/A,N/A,59.04,B,A-,A-,B+,B+,A-,5.76,48.96%,35.05%,150.11,3.40%,6.59%
CGCP, Capital Group Core Plus Income ETF,Bond,"$794,567,000",2.56%,"275,360",$22.44,0.54%,No,False,-0.22%,-1.19%,-1.97%,N/A,N/A,"$342,094,889.94","$33,585,449.40","$78,180,364.26","$585,700,412.94","$730,436,393.28","$730,436,393.28",Total Bond Market,2022-02-22,0.34%,N/A,$0.90,2023-05-31,$0.10,4.05%,0.00,0.39,600,39.70%,40%,20%,1099,$22.16,$22.69,$22.39,$22.46,49.34,A-,B,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PNOV,Innovator U.S. Equity Power Buffer ETF - November,Equity,"$784,989,000",9.27%,"45,146",$32.99,0.49%,No,False,1.35%,3.00%,12.51%,7.76%,N/A,"-$79,667,340.00","-$5,764,242.50","-$18,674,962.50","$507,365,987.50","$623,349,795.00","$706,090,834.47",Volatility Hedged Equity,2019-11-01,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.05,0.47,2,100.00%,40%,20%,1099,$31.72,$33.07,$32.87,$33.07,63.65,B,C+,N/A,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ILCV,iShares Morningstar Value ETF,Equity,"$780,074,000",3.77%,"23,446",$64.92,0.25%,No,False,2.93%,2.30%,2.01%,9.98%,7.38%,"-$16,190,502.90",$0.00,"-$30,966.75","-$5,523,906.25","-$158,621,126.25","-$78,230,226.25",Large Cap Value Equities,2004-06-28,0.04%,N/A,$1.54,2023-06-07,$0.30,2.39%,14.82,0.91,500,22.69%,40%,20%,1099,$62.14,$64.76,$64.68,$65.04,58.91,B+,A+,B-,B,A-,N/A,6.3,10.88%,46.39%,203.38,14.44%,3.46%
IVOL,Quadratic Interest Rate Volatility & Inflation Hedge ETF,Bond,"$777,895,000",-1.59%,"294,895",$21.92,1.53%,No,False,-2.84%,-7.40%,-9.90%,-3.59%,N/A,"-$182,230,134.59","-$1,609,827.35","-$10,632,375.55","-$607,583,775.63","$1,100,342,077.44","$1,245,245,628.62",Inflation-Protected Bonds,2019-05-13,1.03%,N/A,$0.83,2023-05-26,$0.07,3.81%,0.00,0.14,3,100.00%,40%,20%,1099,$21.46,$23.68,$21.75,$22.10,43.34,B-,C,N/A,N/A,C,N/A,5.72,21.05%,34.00%,1.6,0.00%,0.00%
VTWG,Vanguard Russell 2000 Growth ETF,Equity,"$777,617,000",12.30%,"17,908",$174.50,-0.28%,No,False,5.73%,6.85%,8.05%,5.05%,3.70%,"$55,605,000.00","$47,313,750.00","$47,337,000.00","$120,337,000.00","$418,192,402.22","$463,710,652.22",Small Cap Growth Equities,2010-09-20,0.15%,Vanguard,$1.37,2023-03-23,$0.33,0.78%,14.50,1.15,1092,9.40%,40%,20%,1099,$158.76,$173.38,$173.80,$175.11,63.27,B,A-,B+,C+,B-,A+,5.37,24.72%,29.09%,109.3,1.95%,8.48%
SNPE,Xtrackers S&P 500 ESG ETF,Equity,"$777,473,000",14.29%,"181,411",$39.37,0.72%,No,False,1.68%,4.32%,7.65%,13.74%,N/A,"-$11,466,850.00","$33,310,250.00","$52,365,050.00","-$55,110,600.00","$479,209,250.00","$597,286,000.00",Large Cap Growth Equities,2019-06-26,0.10%,N/A,$0.58,2023-03-17,$0.12,1.48%,0.03,1.01,322,38.09%,40%,20%,1099,$37.22,$39.53,N/A,N/A,63.81,A-,A-,N/A,B+,B+,N/A,6.94,78.15%,69.31%,95.51,5.64%,6.91%
FYX,First Trust Small Cap Core AlphaDEX Fund,Equity,"$775,162,000",5.28%,"39,398",$82.36,-0.64%,No,False,7.30%,7.11%,-2.86%,12.31%,5.44%,"-$50,126,900.00",$0.00,"-$38,254,300.00","-$40,410,100.00","$210,145,550.00","$84,074,650.00",Small Cap Blend Equities,2007-05-08,0.61%,N/A,$0.85,2023-03-24,$0.22,1.03%,9.51,1.27,527,4.08%,40%,20%,1099,$73.99,$81.73,N/A,N/A,59.97,B+,B-,C+,C+,C+,B-,4.98,5.35%,24.12%,160.63,1.90%,7.53%
FPX,First Trust US Equity Opportunities ETF,Equity,"$771,974,000",9.12%,"27,958",$85.71,0.46%,No,False,4.08%,6.08%,-7.03%,1.89%,4.05%,"-$94,392,200.00","-$12,689,800.00","-$20,757,850.00","-$283,691,450.00","-$588,189,500.00","-$599,999,300.00",Large Cap Growth Equities,2006-04-12,0.61%,N/A,$0.92,2023-03-24,$0.14,1.08%,11.59,1.09,101,44.67%,40%,20%,1099,$78.55,$85.63,$85.09,$86.05,62.30,B+,C+,C,C,C+,B-,5.6,1.89%,32.13%,104.31,6.98%,10.26%
USPX,Franklin U.S. Equity Index ETF,Equity,"$768,180,000",13.04%,"76,105",$37.46,0.56%,No,False,1.87%,4.37%,2.14%,8.36%,6.83%,"$89,452,000.00",$0.00,"$39,808,000.00","$696,802,000.00","$696,802,000.00","$691,058,000.00",All Cap Equities,2016-06-01,0.03%,N/A,$0.83,2023-03-17,$0.10,2.23%,21.07,0.85,601,29.16%,40%,20%,1099,$35.39,$37.65,$37.32,$37.56,63.89,C+,A-,B,A-,N/A,N/A,6.63,37.43%,56.75%,131.1,9.42%,6.38%
BUG,Global X Cybersecurity ETF,Equity,"$762,447,000",14.80%,"218,343",$23.82,0.85%,No,False,-0.79%,9.87%,-10.92%,7.85%,N/A,"-$160,711,501.01","-$74,470.09","$150,680.33","-$242,801,056.03","$1,064,316,849.58","$1,082,677,582.09",Technology Equities,2019-10-25,0.51%,N/A,$0.32,2022-12-29,$0.32,1.36%,41.30,0.86,24,56.94%,40%,20%,1099,$22.15,$24.50,N/A,N/A,57.61,A-,B+,N/A,B+,B-,N/A,5.83,32.42%,36.33%,6.28,0.00%,0.16%
PWV,Invesco Dynamic Large Cap Value ETF,Equity,"$759,313,000",-2.48%,"36,209",$45.63,0.13%,No,False,3.82%,1.31%,-1.98%,10.28%,6.81%,"-$45,215,830.00","$901,680.00","-$6,729,860.00","-$6,350,220.00","-$110,380,200.00","-$704,137,300.00",Large Cap Value Equities,2005-03-03,0.58%,N/A,$1.12,2023-03-20,$0.25,2.45%,12.39,0.88,51,33.50%,40%,20%,1099,$43.60,$45.50,$45.45,$45.75,56.34,A-,C,A-,B+,B,C,6.54,27.34%,53.44%,113.25,7.80%,3.31%
BBSC,JPMorgan BetaBuilders U.S. Small Cap Equity ETF,Equity,"$759,225,000",9.94%,"36,825",$57.15,-0.30%,No,False,6.72%,7.99%,2.75%,N/A,N/A,"$185,965,250.00",$0.00,"-$5,416,000.00","$237,463,500.00","$786,785,000.00","$786,785,000.00",Small Cap Blend Equities,2020-11-16,0.09%,N/A,$0.75,2023-03-21,$0.11,1.31%,0.09,0.99,905,6.14%,40%,20%,1099,$51.13,$56.82,$56.90,$57.32,63.15,B+,A,N/A,C+,A-,N/A,5.06,7.29%,25.07%,130.5,2.71%,8.14%
RDIV,Invesco S&P Ultra Dividend Revenue ETF,Equity,"$758,870,000",-8.64%,"122,014",$39.37,-0.40%,No,False,5.27%,1.65%,-6.05%,12.73%,4.62%,"-$120,178,440.00",$0.00,"-$24,020,340.00","$61,734,030.00","-$78,207,210.00","$461,640,776.50",All Cap Equities,2013-09-30,0.39%,N/A,$1.58,2023-03-20,$0.43,4.00%,9.27,1.09,60,49.84%,40%,20%,1099,$36.60,$39.14,N/A,N/A,52.99,A-,B+,C+,A,A,N/A,7.13,92.14%,76.48%,138.36,8.42%,4.22%
BBRE,JPMorgan BetaBuilders MSCI US REIT ETF,Real Estate,"$756,322,000",4.37%,"31,422",$84.37,-0.71%,No,False,4.13%,0.40%,-6.18%,5.65%,N/A,"-$134,665,500.00","$2,085,250.00","-$4,009,500.00","-$353,170,750.00","-$426,348,000.00","$740,051,250.00",Real Estate,2018-06-15,0.11%,N/A,$2.67,2023-03-21,$0.76,3.16%,0.04,0.92,126,45.86%,40%,20%,1099,$79.03,$84.61,N/A,N/A,57.27,B,A,B+,B,B,N/A,5.6,36.36%,32.11%,89.93,0.00%,16.13%
ILCB,iShares Morningstar U.S. Equity ETF,Equity,"$755,486,000",12.74%,"14,289",$58.94,0.65%,No,False,1.86%,4.32%,5.92%,10.74%,10.17%,"-$27,961,477.40",$0.00,"-$2,827,662.80","-$59,807,395.50","-$919,921,583.00","-$1,220,340,223.00",Large Cap Growth Equities,2004-06-28,0.03%,N/A,$0.90,2023-06-07,$0.17,1.54%,19.53,1.01,713,28.08%,40%,20%,1099,$55.69,$59.13,$58.72,$59.05,63.72,B-,A,N/A,B,N/A,N/A,6.61,34.38%,55.90%,131.5,9.16%,6.36%
JHML,John Hancock Multifactor Large Cap ETF,Equity,"$753,451,000",8.32%,"47,898",$53.35,0.32%,No,False,2.42%,3.17%,3.68%,11.40%,9.79%,"-$27,973,222.50","$15,845,100.00","$22,317,317.50","-$32,877,670.00","-$353,289,110.00","-$21,326,192.50",Large Cap Growth Equities,2015-09-28,0.29%,N/A,$0.72,2022-12-27,$0.44,1.35%,17.95,1.01,775,18.90%,40%,20%,1099,$50.84,$53.35,$53.18,$53.46,60.88,B,B,C+,A-,A-,A,6.66,42.58%,57.82%,169.33,8.20%,6.14%
IVOG,Vanguard S&P Mid-Cap 400 Growth ETF,Equity,"$750,120,000",7.37%,"10,768",$90.90,-0.20%,No,False,5.17%,3.65%,3.13%,8.30%,5.82%,"-$23,927,250.00","-$2,252,750.00","-$4,431,000.00","-$3,600,000.00","-$133,585,750.00","-$245,736,000.00",Mid Cap Growth Equities,2010-09-09,0.15%,Vanguard,$0.89,2022-12-20,$0.89,0.97%,15.30,1.09,240,11.43%,40%,20%,1099,$85.00,$90.48,N/A,N/A,59.44,B-,A-,B-,A-,B,A,6.01,68.96%,39.67%,160.7,5.08%,8.81%
XHLF,BondBloxx Bloomberg Six Month Target Duration US Treasury ETF,Bond,"$745,156,000",1.77%,"387,452",$50.11,0.04%,No,False,0.10%,0.32%,N/A,N/A,N/A,"$645,920,109.00","$449,172,972.00","$507,466,243.00","$744,527,069.00","$744,527,069.00","$744,527,069.00",Government Bonds,2022-09-13,0.03%,N/A,$1.26,2023-06-01,$0.22,2.52%,0.00,-0.08,42,60.23%,40%,20%,1099,$49.95,$50.10,$50.10,$50.12,86.00,N/A,A+,N/A,N/A,N/A,N/A,5.72,88.89%,34.48%,0.0,0.00%,0.00%
ONEY,SPDR Russell 1000 Yield Focus ETF,Equity,"$740,385,000",0.64%,"47,180",$93.54,-0.35%,No,False,5.03%,1.61%,-1.80%,16.73%,8.87%,"-$125,655,583.05","-$938,384.24","-$8,173,994.52","-$32,661,987.63","$168,163,399.02","$189,295,504.40",All Cap Equities,2015-12-02,0.20%,N/A,$3.08,2023-03-20,$0.72,3.28%,11.00,1.10,302,14.22%,40%,20%,1099,$88.42,$93.24,N/A,N/A,55.49,A-,A-,C+,A,A-,N/A,6.65,96.18%,57.37%,284.16,4.61%,5.42%
SMMD,iShares Russell 2500 ETF,Equity,"$738,025,000",6.88%,"78,966",$56.43,-0.27%,No,False,5.39%,5.61%,-0.07%,9.90%,5.86%,"$151,452,887.00",$0.00,"$2,672,739.45","$299,529,662.90","$612,713,952.90","$671,303,082.90",Small Cap Growth Equities,2017-07-06,0.15%,N/A,$0.98,2023-06-07,$0.17,1.78%,11.99,1.14,495,46.97%,40%,20%,1099,$51.98,$56.06,N/A,N/A,61.01,B,A-,B,B,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
